Held,Kategorie,Talent,Eigenschaft 1,Eigenschaft 2,Eigenschaft 3,Modifikator,Erfolg,TaP/ZfP,TaW/ZfW,Eigenschaftswert 1,Eigenschaftswert 2,Eigenschaftswert 3
Bargaan Treuwall,Natur,Fährtensuchen,KL,IN,IN,0,1,10,10,13,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,11,18,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,11,18,15,15
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,-2,1,3,5,18,18,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,11,18,15,15
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,0,-11,0,14,15,11
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,11,18,15,15
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,10,10,18,18,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,11,18,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,11,18,15,15
Walpurga Hausmännin,Körper,Athletik,GE,KO,KK,0,0,-15,1,11,13,11
Playboy51,Gesellschaft,Überreden,MU,IN,CH,-8,1,5,5,12,15,14
Playboy51,Gesellschaft,Überreden,MU,IN,CH,8,0,-2,5,12,15,14
Playboy51,Handwerk,Bootefahren,GE,KO,FF,0,1,10,10,15,15,14
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,7,1,3,10,15,15,14
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,10,0,-3,10,15,15,14
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,10,1,0,10,15,15,14
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,0,1,7,9,15,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,12,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,7,1,5,12,13,15,15
Playboy51,Körper,Sinnesschärfe,KL,IN,IN,-7,1,10,10,12,15,15
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,1,10,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,3,1,10,10,15,13,11
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,-7,1,9,12,13,15,15
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,8,10,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,0,10,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,3,1,0,10,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,3,0,-1,10,15,13,11
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,7,1,0,7,12,13,12
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,6,10,15,13,11
Playboy51,Natur,Wildnisleben,IN,GE,KO,0,1,10,10,15,16,13
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,0,1,9,9,15,15,15
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,0,1,5,10,12,15,12
Playboy51,Meta-Talent,Kräutersuchen,MU,IN,FF,-4,1,9,10,12,15,12
Playboy51,Meta-Talent,Kräutersuchen,MU,IN,FF,-4,1,7,10,12,15,12
Playboy51,Meta-Talent,Kräutersuchen,MU,IN,FF,-4,1,8,10,12,15,12
Playboy51,Handwerk,Kochen,KL,IN,FF,0,0,-4,0,12,15,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,3,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,4,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,0,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,10,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,10,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,9,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,1,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,10,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,2,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,0,10,12,14,12
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,-4,1,4,10,12,15,12
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,0,1,6,10,12,15,12
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,0,1,10,10,12,15,12
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,0,1,6,10,12,15,12
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,0,0,-5,10,12,15,12
Playboy51,Natur,Fischen/Angeln,IN,FF,KK,0,1,5,5,15,12,12
Bargaan Treuwall,Natur,Fischen/Angeln,IN,FF,KK,0,1,7,7,15,12,14
Playboy51,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,12,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,12,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,12,13,15,15
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,7,10,15,15,17
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,0,1,9,9,13,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,0,1,6,9,15,15,15
Bargaan Treuwall,Natur,Fährtensuchen,KL,IN,IN,0,0,-1,5,12,15,15
Bargaan Treuwall,Natur,Fährtensuchen,KL,IN,IN,0,1,10,10,13,15,15
Playboy51,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,10,12,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,0,1,8,9,15,15,15
Playboy51,Natur,Wildnisleben,IN,GE,KO,0,1,7,10,15,16,13
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,2,1,3,9,12,13,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,4,0,-6,9,12,13,12
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,4,1,0,7,15,15,18
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,0,1,9,9,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,12,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,12,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,12,13,15,15
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-3,9,12,13,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-1,9,12,13,12
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-9,9,12,13,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-3,7,12,13,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-8,7,12,13,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-5,7,12,13,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-4,7,12,13,12
Playboy51,Körper,Akrobatik,MU,GE,KK,6,1,6,15,12,16,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,1,1,7,12,13,12
Playboy51,Gesellschaft,Überreden,MU,IN,CH,0,0,-1,5,12,15,14
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,12,0,-10,8,15,15,11
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,6,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,2,10,12,14,12
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,10,10,15,15,17
Akira Masamune,Handwerk,Handel,KL,IN,CH,0,1,7,12,14,17,14
Akira Masamune,Wissen,Hüttenkunde,KL,IN,KO,3,1,3,7,14,17,13
Akira Masamune,Handwerk,Handel,KL,IN,CH,0,1,5,12,14,17,14
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,15,16,13,17,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,0,1,18,18,13,13,16
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,16,16,13,17,14
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-5,4,14,13,11
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,10,10,18,18,15
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,0,-5,7,10,10,14
Walpurga Hausmännin,Körper,Reiten,CH,GE,KK,-5,1,7,7,13,14,15
Walpurga Hausmännin,Körper,Reiten,CH,GE,KK,5,1,2,7,13,14,15
Torgan Rehernagrot,Wissen,Götter/Kulte,KL,KL,IN,0,1,1,2,13,13,13
Akira Masamune,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,6,10,12,14,12
Akira Masamune,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,10,10,12,14,12
Akira Masamune,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,2,10,12,14,12
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Playboy51,Meta-Talent,Kräutersuchen,MU,IN,FF,-4,1,10,10,12,15,12
Playboy51,Meta-Talent,Kräutersuchen,MU,IN,FF,-4,1,4,10,12,15,12
Playboy51,Meta-Talent,Kräutersuchen,MU,IN,FF,-4,1,10,10,12,15,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-2,10,12,14,12
Playboy51,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,0,10,12,14,12
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,5,1,10,10,15,15,17
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,10,10,15,15,17
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,11,18,15,15
Walpurga Hausmännin,Wissen,Rechtskunde,KL,KL,IN,0,1,1,3,18,18,15
Walpurga Hausmännin,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,3,4,18,15,15
Walpurga Hausmännin,Natur,Orientierung,KL,IN,IN,0,1,1,1,18,15,15
Walpurga Hausmännin,Körper,Reiten,CH,GE,KK,0,1,1,7,13,14,15
Walpurga Hausmännin,Körper,Reiten,CH,GE,KK,0,1,8,17,15,11,10
Torgan Rehernagrot,Körper,Reiten,CH,GE,KK,0,1,0,4,13,15,10
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,1,4,5,18,18,15
Torgan Rehernagrot,Gesellschaft,Überreden,MU,IN,CH,0,1,5,9,14,13,13
Torgan Rehernagrot,Natur,Fesseln/Entfesseln,FF,GE,KK,5,0,-3,7,12,15,10
Torgan Rehernagrot,Körper,Körperbeherrschung,MU,IN,GE,0,1,9,9,14,13,15
Torgan Rehernagrot,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,4,7,12,15,10
Torgan Rehernagrot,Körper,Reiten,CH,GE,KK,2,1,0,4,13,15,10
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-4,7,14,13,15
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-7,4,14,13,10
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-1,4,14,13,10
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,6,1,0,11,14,11,10
Torgan Rehernagrot,Körper,Schleichen,MU,IN,GE,0,0,-1,8,14,13,15
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,7,10,14,14
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,11,18,15,15
Torgan Rehernagrot,Gesellschaft,Überreden,MU,IN,CH,0,0,-4,9,14,13,13
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,0,-2,7,10,14,14
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,11,18,15,15
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,0,1,1,7,14,13,15
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,7,10,14,14
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,13,13,13
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,1,7,10,14,14
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,0,0,-9,7,10,10,8
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,0,1,1,1,13,13,12
Walpurga Hausmännin,Wissen,Geographie,KL,KL,IN,0,1,1,1,18,18,15
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,-3,0,-2,4,14,13,10
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,11,18,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,11,18,15,15
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,1,2,7,14,13,15
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,4,1,0,4,14,13,10
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,8,0,-21,4,14,13,10
Torgan Rehernagrot,Körper,Reiten,CH,GE,KK,0,0,-7,4,13,15,10
Torgan Rehernagrot,Körper,Reiten,CH,GE,KK,0,1,6,7,13,14,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,15,15,18,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,7,10,14,14
Torgan Rehernagrot,Körper,Reiten,CH,GE,KK,0,1,3,4,13,15,10
Walpurga Hausmännin,Wissen,Geographie,KL,KL,IN,0,1,1,1,18,18,15
Walpurga Hausmännin,Wissen,Heraldik,KL,KL,FF,0,0,-1,1,18,18,11
Walpurga Hausmännin,Wissen,Heraldik,KL,KL,FF,0,1,7,7,10,10,8
Torgan Rehernagrot,Wissen,Geographie,KL,KL,IN,0,1,2,3,13,13,13
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,0,0,-4,1,13,13,12
Torgan Rehernagrot,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,2,5,10,14,13
Torgan Rehernagrot,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,6,13,13,13
Walpurga Hausmännin,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,4,18,15,15
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-3,7,14,13,15
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,1,2,4,14,13,10
Torgan Rehernagrot,Körper,Schleichen,MU,IN,GE,0,1,6,8,14,13,15
Torgan Rehernagrot,Körper,Sich verstecken,MU,IN,KK,0,1,3,9,14,13,10
Torgan Rehernagrot,Körper,Schleichen,MU,IN,GE,7,0,-3,8,14,13,15
Torgan Rehernagrot,Körper,Athletik,GE,KO,KK,0,1,4,4,15,11,10
Torgan Rehernagrot,Körper,Körperbeherrschung,MU,IN,GE,0,1,5,7,14,14,14
Torgan Rehernagrot,Körper,Athletik,GE,KO,KK,0,0,-12,4,15,11,10
Torgan Rehernagrot,Körper,Reiten,CH,GE,KK,0,1,2,7,13,14,15
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,14,14,14,17,14
Akira Masamune,Körper,Zechen,IN,KO,KK,0,1,6,6,17,13,16
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,11,14,17,17
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,9,10,14,17,14
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,10,14,14,17,14
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,5,1,11,16,13,17,14
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,11,1,0,9,14,15,15
Akira Masamune,Wissen,Rechtskunde,KL,KL,IN,0,1,2,8,14,14,17
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,0,-9,7,12,12,12
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,3,8,15,15,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,7,8,15,15,11
Bargaan Treuwall,Körper,Zechen,IN,KO,KK,0,1,2,6,15,15,18
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,-7,1,18,18,13,13,16
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,12,12,15,15,18
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,11,12,13,13,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,10,1,0,9,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,3,10,13,16,16
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,8,1,2,12,18,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,6,0,-2,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,0,1,2,2,13,13,16
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,6,1,0,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,3,1,6,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,3,1,6,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,3,1,1,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,5,1,4,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,0,1,9,9,15,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,2,1,5,9,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,4,1,4,9,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,6,0,-4,9,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,6,1,3,9,13,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,2,1,7,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,4,1,5,9,15,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,6,1,3,9,15,15,15
Bargaan Treuwall,Natur,Fährtensuchen,KL,IN,IN,0,1,9,10,13,15,15
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,7,7,15,15,18
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,0,1,8,9,13,15,15
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,12,0,-8,8,15,15,15
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,12,1,0,8,15,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,6,1,3,9,13,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,8,0,-2,9,15,15,15
Kurtek,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,2,2,8,14,15
Torgan Rehernagrot,Natur,Fesseln/Entfesseln,FF,GE,KK,0,0,-1,7,12,15,10
Kurtek,Körper,Reiten,CH,GE,KK,5,0,-3,7,13,14,15
Kurtek,Körper,Reiten,CH,GE,KK,0,1,7,7,13,14,15
Torgan Rehernagrot,Gesellschaft,Überreden,MU,IN,CH,0,1,9,9,14,13,13
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,10,0,-29,1,13,13,12
Torgan Rehernagrot,Handwerk,Heilkunde Wunden,KL,CH,FF,1,1,5,6,13,13,12
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,8,13,13,12
Kurtek,Wissen,Heraldik,KL,KL,FF,3,0,-14,7,10,10,8
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,4,1,7,11,14,11,10
Torgan Rehernagrot,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,1,7,12,15,10
Kurtek,Körper,Reiten,CH,GE,KK,5,0,-5,7,13,14,15
Torgan Rehernagrot,Gesellschaft,Überreden,MU,IN,CH,3,1,3,9,14,13,13
Torgan Rehernagrot,Gesellschaft,Überreden,MU,IN,CH,3,0,-20,2,10,10,10
Kurtek,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-4,8,14,13,15
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,4,1,5,11,14,11,10
Kurtek,Handwerk,Heilkunde Seele,IN,CH,CH,0,0,-7,0,15,13,13
Kurtek,Gesellschaft,Überzeugen,KL,IN,CH,0,0,-4,7,10,15,13
Torgan Rehernagrot,Körper,Zechen,IN,KO,KK,0,0,-9,4,13,11,10
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,4,1,2,11,18,11,10
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,6,1,5,11,14,11,10
Kurtek,Wissen,Heraldik,KL,KL,FF,0,1,2,7,10,10,8
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,0,0,-3,1,13,13,12
Torgan Rehernagrot,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-1,8,14,13,15
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,6,11,15,13,11
Bargaan Treuwall,Wissen,Götter/Kulte,KL,KL,IN,0,1,6,6,13,13,15
Bargaan Treuwall,Wissen,Tierkunde,MU,KL,IN,0,0,-3,3,15,13,15
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,7,11,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,2,11,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,7,11,15,13,11
Playboy51,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,7,10,15,15
Playboy51,Wissen,Heraldik,KL,KL,FF,0,0,-11,7,10,10,8
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,0,0,-6,1,13,13,12
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,0,7,10,15,15
Torgan Rehernagrot,Wissen,Heraldik,KL,KL,FF,0,0,-2,7,10,10,8
Torgan Rehernagrot,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,13,13,13
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,6,7,15,15,18
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,8,11,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,8,11,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,11,11,15,13,11
Torgan Rehernagrot,Körper,Taschendiebstahl,MU,IN,FF,0,1,8,11,14,13,12
Torgan Rehernagrot,Wissen,Rechtskunde,KL,KL,IN,0,0,-2,5,13,13,13
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,3,8,15,15,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,4,8,15,15,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-1,8,15,15,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,8,8,15,15,11
Torgan Rehernagrot,Gesellschaft,Überreden,MU,IN,CH,0,1,3,9,14,13,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,6,1,6,12,13,15,15
Bargaan Treuwall,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-3,8,13,15,11
Playboy51,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,13,15,15
Playboy51,Wissen,Pflanzenkunde,KL,IN,FF,0,1,5,11,14,15,12
Playboy51,Wissen,Pflanzenkunde,KL,IN,FF,6,1,5,13,14,15,12
Playboy51,Körper,Selbstbeherrschung,MU,KO,KK,6,1,3,9,12,13,12
Playboy51,Meta-Talent,Nahrungsammeln,MU,IN,FF,0,1,8,10,12,15,12
Playboy51,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,10,14,15,15
Playboy51,Wissen,Pflanzenkunde,KL,IN,FF,0,1,11,11,14,15,12
Playboy51,Natur,Orientierung,KL,IN,IN,4,1,2,9,14,15,15
Playboy51,Natur,Orientierung,KL,IN,IN,4,1,5,9,14,15,15
Playboy51,Wissen,Pflanzenkunde,KL,IN,FF,0,1,0,11,14,15,12
Playboy51,Wissen,Sagen/Legenden,KL,IN,CH,20,0,-56,6,14,15,14
Playboy51,Natur,Orientierung,KL,IN,IN,3,1,2,9,14,15,15
Playboy51,Wissen,Magiekunde,KL,KL,IN,0,1,8,8,14,14,15
Playboy51,Natur,Wildnisleben,IN,GE,KO,0,1,4,10,15,16,13
Playboy51,Handwerk,Lederarbeiten,KL,FF,FF,0,0,-6,2,14,12,12
Playboy51,Gesellschaft,Überreden,MU,IN,CH,-4,1,7,7,12,15,14
Bargaan Treuwall,Gesellschaft,Menschenkenntnis,KL,IN,CH,-7,1,7,8,13,15,11
Bargaan Treuwall,Körper,Zechen,IN,KO,KK,0,1,6,6,15,15,16
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,10,0,-6,8,15,15,11
Playboy51,Gesellschaft,Menschenkenntnis,KL,IN,CH,7,1,1,9,14,15,14
Bargaan Treuwall,Wissen,Sagen/Legenden,KL,IN,CH,0,1,8,8,13,15,11
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,10,0,-2,9,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,10,0,-5,9,13,15,15
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,6,8,15,15,11
Bargaan Treuwall,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,8,8,13,15,11
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,9,12,15,15,16
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,7,13,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,1,0,13,15,13,11
Bargaan Treuwall,Wissen,Kriegskunst,MU,KL,CH,0,0,-1,13,15,13,11
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,0,1,9,9,13,15,15
Bargaan Treuwall,Handwerk,Bootefahren,GE,KO,FF,0,1,8,12,15,15,16
Bargaan Treuwall,Natur,Wettervorhersage,KL,IN,IN,0,1,1,4,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,4,0,-5,9,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,-4,1,9,9,13,15,15
Bargaan Treuwall,Natur,Wettervorhersage,KL,IN,IN,0,0,-4,4,13,15,15
Bargaan Treuwall,Natur,Wettervorhersage,KL,IN,IN,0,1,4,4,13,15,15
